ANO;MES;SENADOR;TIPO_DESPESA;CNPJ_CPF;FORNECEDOR;DOCUMENTO;DATA;DETALHAMENTO;VALOR_DESPESA;COD_DOCUMENTO
2022;10;ALESSANDRO VIEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;10;ALESSANDRO VIEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;10;ALESSANDRO VIEIRA;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;10;ALESSANDRO VIEIRA;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;10;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;10;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;10;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;10;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;10;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;10;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;10;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;10;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;10;ALESSANDRO VIEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;10;ALESSANDRO VIEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;11;ALESSANDRO VIEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;11;ALESSANDRO VIEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;11;ALESSANDRO VIEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;11;ALESSANDRO VIEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;11;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;11;ALESSANDRO VIEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;11;ALESSANDRO VIEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;12;ALESSANDRO VIEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;12;ALESSANDRO VIEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;12;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;12;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;12;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;12;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;12;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;12;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;12;ALESSANDRO VIEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;12;ALESSANDRO VIEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;12;ALESSANDRO VIEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;12;ALESSANDRO VIEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;2;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;3;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;4;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;5;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Contratação de consultorias;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;6;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Aquisição de material de consumo para uso no escritório político;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;7;ALEXANDRE SILVEIRA;Locomoção;null;null;null;null;null;null;null
2022;9;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;9;ALEXANDRE SILVEIRA;Passagens aéreas;null;null;null;null;null;null;null
2022;10;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;10;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
2022;10;ALEXANDRE SILVEIRA;Aluguel de imóveis para escritório político;null;null;null;null;null;null;null
